question_id,exam,year,paper,subject,has_diagram_asset,image_required,classification,audit_reason
JM_2026_S2_0402_SHIFT1_PHY_Q027,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q028,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q029,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q030,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q031,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q032,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q033,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q034,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q035,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q036,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q037,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q038,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q039,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q040,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q041,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q042,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q043,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q044,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q045,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q046,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q047,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q048,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q049,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_PHY_Q050,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q051,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q052,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q053,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q054,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q055,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q056,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q057,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q058,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q059,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q060,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q061,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q062,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q063,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q064,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q065,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q066,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q067,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q068,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q069,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q070,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q071,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q072,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q073,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q074,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT1_CHE_Q075,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q001,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q002,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q003,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q004,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q005,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q006,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q007,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q008,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q009,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q010,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q011,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q012,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q013,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q014,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q015,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q016,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q017,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q018,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q019,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q020,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q021,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q022,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q023,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q024,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_MAT_Q025,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Mathematics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q026,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q027,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q028,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q029,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q030,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q031,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q032,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q033,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q034,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q035,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q036,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q037,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q038,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q039,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q040,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q041,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q042,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q043,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q044,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q045,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q046,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q047,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q048,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q049,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_PHY_Q050,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Physics,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q051,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q052,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q053,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q054,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q055,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
JM_2026_S2_0402_SHIFT2_CHE_Q056,JEE_MAIN,2026,Paper 1 (B.E./B.Tech),Chemistry,True,True,GENUINE_DIAGRAM_REQUIRED,TEXT_TRIGGER_DIAGRAM
